id_categorie;lib_categorie;id_groupe;lib_groupe;id_cim_10;lib_cim_10
1;Certaines maladies infectieuses et parasitaires;A04.7;Autres infections intestinales bactériennes;A04.72;Entérocolite à Clostridium difficile avec mégacôlon, sans autres complications organiques
1;Certaines maladies infectieuses et parasitaires;A04.7;Autres infections intestinales bactériennes;A04.73;Entérocolite à Clostridium difficile avec mégacôlon, avec dautres complications organiques
1;Certaines maladies infectieuses et parasitaires;A04.7;Autres infections intestinales bactériennes;A04.79;Entérocolite à Clostridium difficile, sans précision
1;Certaines maladies infectieuses et parasitaires;A04.7;Autres infections intestinales bactériennes;A04.8;Autres infections intestinales bactériennes précisées
1;Certaines maladies infectieuses et parasitaires;A04.7;Autres infections intestinales bactériennes;A04.9;Infection intestinale bactérienne, sans précision
1;Certaines maladies infectieuses et parasitaires;A05;Autres intoxications bactériennes dorigine alimentaire, non classées ailleurs;A05.0;Intoxication alimentaire à staphylocoques
1;Certaines maladies infectieuses et parasitaires;A05;Autres intoxications bactériennes dorigine alimentaire, non classées ailleurs;A05.1;Botulisme
1;Certaines maladies infectieuses et parasitaires;A05;Autres intoxications bactériennes dorigine alimentaire, non classées ailleurs;A05.2;Intoxication alimentaire à Clostridium perfringens [Clostridium welchii]
1;Certaines maladies infectieuses et parasitaires;A05;Autres intoxications bactériennes dorigine alimentaire, non classées ailleurs;A05.3;Intoxication alimentaire à Vibrio parahaemolyticus
1;Certaines maladies infectieuses et parasitaires;A05;Autres intoxications bactériennes dorigine alimentaire, non classées ailleurs;A05.4;Intoxication alimentaire à Bacillus cereus
1;Certaines maladies infectieuses et parasitaires;A05;Autres intoxications bactériennes dorigine alimentaire, non classées ailleurs;A05.8;Autres intoxications bactériennes dorigine alimentaire précisées
1;Certaines maladies infectieuses et parasitaires;A05;Autres intoxications bactériennes dorigine alimentaire, non classées ailleurs;A05.9;Intoxication bactérienne dorigine alimentaire, sans précision
1;Certaines maladies infectieuses et parasitaires;A06;Amibiase;A06.0;Dysenterie amibienne aiguë
1;Certaines maladies infectieuses et parasitaires;A06;Amibiase;A06.1;Amibiase intestinale chronique
1;Certaines maladies infectieuses et parasitaires;A06;Amibiase;A06.2;Colite amibienne non dysentérique
1;Certaines maladies infectieuses et parasitaires;A06;Amibiase;A06.3;Ambome de lintestin
1;Certaines maladies infectieuses et parasitaires;A06;Amibiase;A06.4;Abcès amibien du foie
1;Certaines maladies infectieuses et parasitaires;A06;Amibiase;A06.5;Abcès amibien du poumon
1;Certaines maladies infectieuses et parasitaires;A06;Amibiase;A06.6;Abcès amibien du cerveau
1;Certaines maladies infectieuses et parasitaires;A06;Amibiase;A06.7;Amibiase cutanée
1;Certaines maladies infectieuses et parasitaires;A06;Amibiase;A06.8;Autres localisations dune infection amibienne
1;Certaines maladies infectieuses et parasitaires;A06;Amibiase;A06.9;Amibiase, sans précision
1;Certaines maladies infectieuses et parasitaires;A07;Autres maladies intestinales à protozoaires;A07.0;Balantidiose
1;Certaines maladies infectieuses et parasitaires;A07;Autres maladies intestinales à protozoaires;A07.1;Giardiase [lambliase]
1;Certaines maladies infectieuses et parasitaires;A07;Autres maladies intestinales à protozoaires;A07.2;Cryptosporidiose
1;Certaines maladies infectieuses et parasitaires;A07;Autres maladies intestinales à protozoaires;A07.3;Infection à Isospora
1;Certaines maladies infectieuses et parasitaires;A07;Autres maladies intestinales à protozoaires;A07.8;Autres maladies intestinales précisées, à protozoaires
1;Certaines maladies infectieuses et parasitaires;A07;Autres maladies intestinales à protozoaires;A07.9;Maladie intestinale à protozoaires, sans précision
1;Certaines maladies infectieuses et parasitaires;A08;Infections virales intestinales et autres infections intestinales précisées;A08.0;Entérite à rotavirus
1;Certaines maladies infectieuses et parasitaires;A08;Infections virales intestinales et autres infections intestinales précisées;A08.1;Gastroentérite aiguë à norovirus
1;Certaines maladies infectieuses et parasitaires;A08;Infections virales intestinales et autres infections intestinales précisées;A08.2;Entérite à adénovirus
1;Certaines maladies infectieuses et parasitaires;A08;Infections virales intestinales et autres infections intestinales précisées;A08.3;Autres entérites virales
1;Certaines maladies infectieuses et parasitaires;A08;Infections virales intestinales et autres infections intestinales précisées;A08.4;Infections intestinales virales, sans précision
1;Certaines maladies infectieuses et parasitaires;A08;Infections virales intestinales et autres infections intestinales précisées;A08.5;Autres infections intestinales précisées
1;Certaines maladies infectieuses et parasitaires;A09;Gastroentérites et colites autres et non précisées dorigine infectieuse et non précisée;A09.0;Gastroentérites et colites autres et non précisées dorigine infectieuse
1;Certaines maladies infectieuses et parasitaires;A09;Gastroentérites et colites autres et non précisées dorigine infectieuse et non précisée;A09.9;Gastroentérites et colites autres et non précisées dorigine non précisée
1;Certaines maladies infectieuses et parasitaires;A15;Tuberculose de lappareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;A15.0;Tuberculose pulmonaire, confirmée par examen microscopique de lexpectoration, avec ou sans culture ou par procédé de biologie moléculaire
1;Certaines maladies infectieuses et parasitaires;A15;Tuberculose de lappareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;A15.1;Tuberculose pulmonaire, confirmée par culture seulement
1;Certaines maladies infectieuses et parasitaires;A15;Tuberculose de lappareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;A15.2;Tuberculose pulmonaire, avec confirmation histologique
1;Certaines maladies infectieuses et parasitaires;A15;Tuberculose de lappareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;A15.3;Tuberculose pulmonaire, avec confirmation, moyen autre et non précisé
1;Certaines maladies infectieuses et parasitaires;A15;Tuberculose de lappareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;A15.4;Tuberculose des ganglions intrathoraciques, avec confirmation bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A15;Tuberculose de lappareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;A15.5;Tuberculose du larynx, de la trachée et des bronches, avec confirmation bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A15;Tuberculose de lappareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;A15.6;Pleurésie tuberculeuse, avec confirmation bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A15;Tuberculose de lappareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;A15.7;Primo-infection tuberculeuse de lappareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A15;Tuberculose de lappareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;A15.8;Autres formes de tuberculose de lappareil respiratoire, avec confirmation, bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A15;Tuberculose de lappareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;A15.9;Tuberculose de lappareil respiratoire sans précision, avec confirmation bactériologique, par biologie moléculaire et histologique
1;Certaines maladies infectieuses et parasitaires;A16;Tuberculose de lappareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;A16.0;Tuberculose pulmonaire, sans confirmation bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A16;Tuberculose de lappareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;A16.1;Tuberculose pulmonaire, sans examen bactériologique, par biologie moléculaire et histologique
1;Certaines maladies infectieuses et parasitaires;A16;Tuberculose de lappareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;A16.2;Tuberculose pulmonaire, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A16;Tuberculose de lappareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;A16.3;Tuberculose des ganglions intrathoraciques, sans mention de confirmation, bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A16;Tuberculose de lappareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;A16.4;Tuberculose du larynx, de la trachée et des bronches, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A16;Tuberculose de lappareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;A16.5;Pleurésie tuberculeuse, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A16;Tuberculose de lappareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;A16.7;Primo-infection tuberculeuse de lappareil respiratoire, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A16;Tuberculose de lappareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;A16.8;Autres formes de tuberculose de lappareil respiratoire, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A16;Tuberculose de lappareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;A16.9;Tuberculose de lappareil respiratoire sans précision, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique
1;Certaines maladies infectieuses et parasitaires;A17;Tuberculose du système nerveux;A17.0;Méningite tuberculeuse
1;Certaines maladies infectieuses et parasitaires;A17;Tuberculose du système nerveux;A17.1;Tuberculome méningé
1;Certaines maladies infectieuses et parasitaires;A17;Tuberculose du système nerveux;A17.8;Autres formes de tuberculose du système nerveux
1;Certaines maladies infectieuses et parasitaires;A17;Tuberculose du système nerveux;A17.9;Tuberculose du système nerveux, sans précision
1;Certaines maladies infectieuses et parasitaires;A18;Tuberculose dautres organes;A18.0;Tuberculose des os et des articulations
1;Certaines maladies infectieuses et parasitaires;A18;Tuberculose dautres organes;A18.1;Tuberculose de lappareil génito-urinaire
1;Certaines maladies infectieuses et parasitaires;A18;Tuberculose dautres organes;A18.2;Adénopathie tuberculeuse périphérique
1;Certaines maladies infectieuses et parasitaires;A18;Tuberculose dautres organes;A18.3;Tuberculose de lintestin, du péritoine et des ganglions mésentériques
1;Certaines maladies infectieuses et parasitaires;A18;Tuberculose dautres organes;A18.4;Tuberculose de la peau et du tissu cellulaire sous-cutané
1;Certaines maladies infectieuses et parasitaires;A18;Tuberculose dautres organes;A18.5;Tuberculose de lil
1;Certaines maladies infectieuses et parasitaires;A18;Tuberculose dautres organes;A18.6;Tuberculose de loreille
1;Certaines maladies infectieuses et parasitaires;A18;Tuberculose dautres organes;A18.7;Tuberculose des surrénales
1;Certaines maladies infectieuses et parasitaires;A18;Tuberculose dautres organes;A18.8;Tuberculose dautres organes précisés
1;Certaines maladies infectieuses et parasitaires;A19;Tuberculose miliaire;A19.0;Tuberculose miliaire aiguë, localisation unique et précisée
1;Certaines maladies infectieuses et parasitaires;A19;Tuberculose miliaire;A19.1;Tuberculose miliaire aiguë, sièges multiples
1;Certaines maladies infectieuses et parasitaires;A19;Tuberculose miliaire;A19.2;Tuberculose miliaire aiguë, sans précision
1;Certaines maladies infectieuses et parasitaires;A19;Tuberculose miliaire;A19.8;Autres tuberculoses miliaires
1;Certaines maladies infectieuses et parasitaires;A19;Tuberculose miliaire;A19.9;Tuberculose miliaire, sans précision
1;Certaines maladies infectieuses et parasitaires;A20;Peste;A20.0;Peste bubonique
1;Certaines maladies infectieuses et parasitaires;A20;Peste;A20.1;Peste cutanée
1;Certaines maladies infectieuses et parasitaires;A20;Peste;A20.2;Peste pulmonaire
1;Certaines maladies infectieuses et parasitaires;A20;Peste;A20.3;Peste méningée
1;Certaines maladies infectieuses et parasitaires;A20;Peste;A20.7;Peste septicémique
1;Certaines maladies infectieuses et parasitaires;A20;Peste;A20.8;Autres formes de peste
1;Certaines maladies infectieuses et parasitaires;A20;Peste;A20.9;Peste, sans précision
1;Certaines maladies infectieuses et parasitaires;A21;Tularémie;A21.0;Tularémie ulcéro-glandulaire
1;Certaines maladies infectieuses et parasitaires;A21;Tularémie;A21.1;Tularémie oculo-glandulaire
1;Certaines maladies infectieuses et parasitaires;A21;Tularémie;A21.2;Tularémie pulmonaire
1;Certaines maladies infectieuses et parasitaires;A21;Tularémie;A21.3;Tularémie gastro-intestinale
1;Certaines maladies infectieuses et parasitaires;A21;Tularémie;A21.7;Tularémie généralisée
1;Certaines maladies infectieuses et parasitaires;A21;Tularémie;A21.8;Autres formes de tularémie
1;Certaines maladies infectieuses et parasitaires;A21;Tularémie;A21.9;Tularémie, sans précision
1;Certaines maladies infectieuses et parasitaires;A22;Charbon;A22.0;Charbon cutané
1;Certaines maladies infectieuses et parasitaires;A22;Charbon;A22.1;Charbon pulmonaire
1;Certaines maladies infectieuses et parasitaires;A22;Charbon;A22.2;Charbon gastro-intestinal
1;Certaines maladies infectieuses et parasitaires;A22;Charbon;A22.7;Septicémie charbonneuse
1;Certaines maladies infectieuses et parasitaires;A22;Charbon;A22.8;Autres formes de charbon
1;Certaines maladies infectieuses et parasitaires;A22;Charbon;A22.9;Charbon, sans précision
1;Certaines maladies infectieuses et parasitaires;A23;Brucellose;A23.0;Brucellose à Brucella melitensis
1;Certaines maladies infectieuses et parasitaires;A23;Brucellose;A23.1;Brucellose à Brucella abortus
1;Certaines maladies infectieuses et parasitaires;A23;Brucellose;A23.2;Brucellose à Brucella suis
1;Certaines maladies infectieuses et parasitaires;A23;Brucellose;A23.3;Brucellose à Brucella canis
1;Certaines maladies infectieuses et parasitaires;A23;Brucellose;A23.8;Autres brucelloses
1;Certaines maladies infectieuses et parasitaires;A23;Brucellose;A23.9;Brucellose, sans précision
1;Certaines maladies infectieuses et parasitaires;A24;Morve et mélioïdose;A24.0;Morve
1;Certaines maladies infectieuses et parasitaires;A24;Morve et mélioïdose;A24.1;Mélioïdose aiguë et galopante
1;Certaines maladies infectieuses et parasitaires;A24;Morve et mélioïdose;A24.2;Mélioïdose subaiguë et chronique
1;Certaines maladies infectieuses et parasitaires;A24;Morve et mélioïdose;A24.3;Autres mélioïdoses
1;Certaines maladies infectieuses et parasitaires;A24;Morve et mélioïdose;A24.4;Mélioïdose, sans précision
1;Certaines maladies infectieuses et parasitaires;A25;Fièvres causées par morsure de rat;A25.0;Spirillose
1;Certaines maladies infectieuses et parasitaires;A25;Fièvres causées par morsure de rat;A25.1;Streptobacillose
1;Certaines maladies infectieuses et parasitaires;A25;Fièvres causées par morsure de rat;A25.9;Fièvre causée par morsure de rat, sans précision
1;Certaines maladies infectieuses et parasitaires;A26;Érysipéloïde;A26.0;Érysipéloïde cutanée
1;Certaines maladies infectieuses et parasitaires;A26;Érysipéloïde;A26.7;Septicémie à Erysipelothrix
1;Certaines maladies infectieuses et parasitaires;A26;Érysipéloïde;A26.8;Autres formes dérysipéloïde
1;Certaines maladies infectieuses et parasitaires;A26;Érysipéloïde;A26.9;Erysipéloïde, sans précision
1;Certaines maladies infectieuses et parasitaires;A27;Leptospirose;A27.0;Leptospirose ictéro-hémorragique [Maladie de Weil]
1;Certaines maladies infectieuses et parasitaires;A27;Leptospirose;A27.8;Autres formes de leptospirose
1;Certaines maladies infectieuses et parasitaires;A27;Leptospirose;A27.9;Leptospirose, sans précision
1;Certaines maladies infectieuses et parasitaires;A28;Autres anthropozoonoses bactériennes, non classées ailleurs;A28.0;Pasteurellose
1;Certaines maladies infectieuses et parasitaires;A28;Autres anthropozoonoses bactériennes, non classées ailleurs;A28.1;Maladie des griffes du chat
1;Certaines maladies infectieuses et parasitaires;A28;Autres anthropozoonoses bactériennes, non classées ailleurs;A28.2;Yersiniose extra-intestinale
1;Certaines maladies infectieuses et parasitaires;A28;Autres anthropozoonoses bactériennes, non classées ailleurs;A28.8;Autres anthropozoonoses bactériennes précisées, non classées ailleurs
1;Certaines maladies infectieuses et parasitaires;A28;Autres anthropozoonoses bactériennes, non classées ailleurs;A28.9;Anthropozoonose bactérienne, sans précision
1;Certaines maladies infectieuses et parasitaires;A30;Lèpre [maladie de Hansen];A30.0;Lèpre indéterminée
1;Certaines maladies infectieuses et parasitaires;A30;Lèpre [maladie de Hansen];A30.1;Lèpre tuberculoïde [Forme tuberculoïde (T)]
1;Certaines maladies infectieuses et parasitaires;A30;Lèpre [maladie de Hansen];A30.2;Lèpre tuberculoïde de type intermédiaire atypique
1;Certaines maladies infectieuses et parasitaires;A30;Lèpre [maladie de Hansen];A30.3;Lèpre de type intermédiaire atypique
1;Certaines maladies infectieuses et parasitaires;A30;Lèpre [maladie de Hansen];A30.4;Lèpre lépromateuse de type intermédiaire atypique
1;Certaines maladies infectieuses et parasitaires;A30;Lèpre [maladie de Hansen];A30.5;Lèpre lépromateuse
1;Certaines maladies infectieuses et parasitaires;A30;Lèpre [maladie de Hansen];A30.8;Autres formes de lèpre
1;Certaines maladies infectieuses et parasitaires;A30;Lèpre [maladie de Hansen];A30.9;Lèpre, sans précision
1;Certaines maladies infectieuses et parasitaires;A31;Infections dues à dautres mycobactéries;A31.0;Infection pulmonaire à Mycobacterium
1;Certaines maladies infectieuses et parasitaires;A31;Infections dues à dautres mycobactéries;A31.1;Infection cutanée à Mycobacterium
1;Certaines maladies infectieuses et parasitaires;A31.8;Infections dues à dautres mycobactéries;A31.80;Infection mycobactérienne atypique disséminée
1;Certaines maladies infectieuses et parasitaires;A31.8;Infections dues à dautres mycobactéries;A31.88;Autres infections mycobactériennes
1;Certaines maladies infectieuses et parasitaires;A31.8;Infections dues à dautres mycobactéries;A31.9;Infection à Mycobacterium, sans précision
1;Certaines maladies infectieuses et parasitaires;A32;Listériose;A32.0;Listériose cutanée
1;Certaines maladies infectieuses et parasitaires;A32;Listériose;A32.1;Méningite et méningo-encéphalite listériennes
1;Certaines maladies infectieuses et parasitaires;A32;Listériose;A32.7;Septicémie listérienne
1;Certaines maladies infectieuses et parasitaires;A32;Listériose;A32.8;Autres formes de listériose
1;Certaines maladies infectieuses et parasitaires;A32;Listériose;A32.9;Listériose, sans précision
1;Certaines maladies infectieuses et parasitaires;A32;Tétanos néonatal;A33;Tétanos néonatal
1;Certaines maladies infectieuses et parasitaires;A32;Tétanos obstétrical;A34;Tétanos obstétrical
1;Certaines maladies infectieuses et parasitaires;A32;Autres formes de tétanos;A35;Autres formes de tétanos
1;Certaines maladies infectieuses et parasitaires;A36;Diphtérie;A36.0;Diphtérie pharyngée
1;Certaines maladies infectieuses et parasitaires;A36;Diphtérie;A36.1;Diphtérie rhinopharyngée
1;Certaines maladies infectieuses et parasitaires;A36;Diphtérie;A36.2;Diphtérie laryngée
1;Certaines maladies infectieuses et parasitaires;A36;Diphtérie;A36.3;Diphtérie cutanée
1;Certaines maladies infectieuses et parasitaires;A36;Diphtérie;A36.8;Autres formes de diphtérie
1;Certaines maladies infectieuses et parasitaires;A36;Diphtérie;A36.9;Diphtérie, sans précision
1;Certaines maladies infectieuses et parasitaires;A37;Coqueluche;A37.0;Coqueluche à Bordetella pertussis
1;Certaines maladies infectieuses et parasitaires;A37;Coqueluche;A37.1;Coqueluche à Bordetella parapertussis
1;Certaines maladies infectieuses et parasitaires;A37;Coqueluche;A37.8;Coqueluche due à dautres espèces de Bordetella
1;Certaines maladies infectieuses et parasitaires;A37;Coqueluche;A37.9;Coqueluche, sans précision
1;Certaines maladies infectieuses et parasitaires;A37;Scarlatine;A38;Scarlatine
1;Certaines maladies infectieuses et parasitaires;A39;Infection à méningocoques;A39.0;Méningite à méningocoques
1;Certaines maladies infectieuses et parasitaires;A39;Infection à méningocoques;A39.1;Syndrome de Waterhouse-Friderichsen
1;Certaines maladies infectieuses et parasitaires;A39;Infection à méningocoques;A39.2;Méningococcémie aiguë
1;Certaines maladies infectieuses et parasitaires;A39;Infection à méningocoques;A39.3;Méningococcémie chronique
1;Certaines maladies infectieuses et parasitaires;A39;Infection à méningocoques;A39.4;Méningococcémie, sans précision
1;Certaines maladies infectieuses et parasitaires;A39;Infection à méningocoques;A39.5;Cardite à méningocoques
1;Certaines maladies infectieuses et parasitaires;A39;Infection à méningocoques;A39.8;Autres infections à méningocoques
1;Certaines maladies infectieuses et parasitaires;A39;Infection à méningocoques;A39.9;Infection méningococcique, sans précision
1;Certaines maladies infectieuses et parasitaires;A40;Septicémie à streptocoques;A40.0;Septicémie à streptocoques, groupe A
1;Certaines maladies infectieuses et parasitaires;A40;Septicémie à streptocoques;A40.1;Septicémie à streptocoques, groupe B
1;Certaines maladies infectieuses et parasitaires;A40;Septicémie à streptocoques;A40.2;Septicémie à streptocoques, groupe D, et entérocoques
1;Certaines maladies infectieuses et parasitaires;A40;Septicémie à streptocoques;A40.3;Septicémie à Streptococcus pneumoniae
1;Certaines maladies infectieuses et parasitaires;A40;Septicémie à streptocoques;A40.8;Autres septicémies à streptocoques
1;Certaines maladies infectieuses et parasitaires;A40;Septicémie à streptocoques;A40.9;Septicémie à streptocoques, sans précision
1;Certaines maladies infectieuses et parasitaires;A41;Autres septicémies;A41.0;Septicémie à staphylocoques dorés
1;Certaines maladies infectieuses et parasitaires;A41;Autres septicémies;A41.1;Septicémie à dautres staphylocoques précisés
1;Certaines maladies infectieuses et parasitaires;A41;Autres septicémies;A41.2;Septicémie à staphylocoques non précisés
1;Certaines maladies infectieuses et parasitaires;A41;Autres septicémies;A41.3;Septicémie à Haemophilus influenzae
1;Certaines maladies infectieuses et parasitaires;A41;Autres septicémies;A41.4;Septicémie à micro-organismes anaérobies
1;Certaines maladies infectieuses et parasitaires;A41.5;Autres septicémies;A41.51;Septicémie: escherichia coli [E. coli]
1;Certaines maladies infectieuses et parasitaires;A41.5;Autres septicémies;A41.52;Septicémie: pseudomonas
1;Certaines maladies infectieuses et parasitaires;A41.5;Autres septicémies;A41.58;Septicémie: autres micro-organismes Gram négatif
1;Certaines maladies infectieuses et parasitaires;A41.5;Autres septicémies;A41.8;Autres septicémies précisées
1;Certaines maladies infectieuses et parasitaires;A41.5;Autres septicémies;A41.9;Septicémie, sans précision
1;Certaines maladies infectieuses et parasitaires;A42;Actinomycose;A42.0;Actinomycose pulmonaire
1;Certaines maladies infectieuses et parasitaires;A42;Actinomycose;A42.1;Actinomycose abdominale
1;Certaines maladies infectieuses et parasitaires;A42;Actinomycose;A42.2;Actinomycose cervico-faciale
1;Certaines maladies infectieuses et parasitaires;A42;Actinomycose;A42.7;Septicémie actinomycosique
1;Certaines maladies infectieuses et parasitaires;A42;Actinomycose;A42.8;Autres formes dactinomycose
1;Certaines maladies infectieuses et parasitaires;A42;Actinomycose;A42.9;Actinomycose, sans précision
1;Certaines maladies infectieuses et parasitaires;A43;Nocardiose;A43.0;Nocardiose pulmonaire
1;Certaines maladies infectieuses et parasitaires;A43;Nocardiose;A43.1;Nocardiose cutanée
1;Certaines maladies infectieuses et parasitaires;A43;Nocardiose;A43.8;Autres formes de nocardiose
1;Certaines maladies infectieuses et parasitaires;A43;Nocardiose;A43.9;Nocardiose, sans précision
1;Certaines maladies infectieuses et parasitaires;A44;Bartonellose;A44.0;Bartonellose généralisée
1;Certaines maladies infectieuses et parasitaires;A44;Bartonellose;A44.1;Bartonellose cutanée et cutanéo-muqueuse
1;Certaines maladies infectieuses et parasitaires;A44;Bartonellose;A44.8;Autres formes de bartonellose
1;Certaines maladies infectieuses et parasitaires;A44;Bartonellose;A44.9;Bartonellose, sans précision
1;Certaines maladies infectieuses et parasitaires;A44;Érysipèle;A46;Érysipèle
1;Certaines maladies infectieuses et parasitaires;A48;Autres maladies bactériennes, non classées ailleurs;A48.0;Gangrène gazeuse
1;Certaines maladies infectieuses et parasitaires;A48;Autres maladies bactériennes, non classées ailleurs;A48.1;Maladie des légionnaires avec pneumonie
1;Certaines maladies infectieuses et parasitaires;A48;Autres maladies bactériennes, non classées ailleurs;A48.2;Maladie des légionnaires, sans signes pulmonaires [fièvre de Pontiac]
1;Certaines maladies infectieuses et parasitaires;A48;Autres maladies bactériennes, non classées ailleurs;A48.3;Syndrome du choc toxique
1;Certaines maladies infectieuses et parasitaires;A48;Autres maladies bactériennes, non classées ailleurs;A48.4;Fièvre purpurique du Brésil
1;Certaines maladies infectieuses et parasitaires;A48;Autres maladies bactériennes, non classées ailleurs;A48.8;Autres maladies bactériennes précisées
1;Certaines maladies infectieuses et parasitaires;A49;Infection bactérienne, siège non précisé;A49.0;Infection à staphylocoques, siège non précisé
1;Certaines maladies infectieuses et parasitaires;A49;Infection bactérienne, siège non précisé;A49.1;Infection à streptocoques et entérocoques, siège non précisé
1;Certaines maladies infectieuses et parasitaires;A49;Infection bactérienne, siège non précisé;A49.2;Infection à Haemophilus influenzae, siège non précisé
