Code_Titre_1;Lib_Titre_1;Code_Titre_2;Lib_Titre_2;Code_Titre_3;Lib_Titre_3;Code_Titre_4;Lib_Titre_4;ID_CCAM;Lib_CCAM;Activite;Phase
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.01;Électromyographie [EMG];[F, P, S, U];Formation : spécifique à cet acte en plus de la formation initiale;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.02;Mesure des vitesses de conduction;AHQP003;Mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de 2 à 4 nerfs, sans étude de la conduction proximale;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.02;Mesure des vitesses de conduction;[F, P, S, U];Formation : spécifique à cet acte en plus de la formation initiale;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.02;Mesure des vitesses de conduction;AHQP008;Mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de 2 à 4 nerfs, avec étude de la conduction proximale sur au moins 2 nerfs;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.02;Mesure des vitesses de conduction;[F, P, S, U];Formation : spécifique à cet acte en plus de la formation initiale;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.02;Mesure des vitesses de conduction;AHQP010;Mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de 5 nerfs ou plus, sans étude de la conduction proximale;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.02;Mesure des vitesses de conduction;[F, P, S, U];Formation : spécifique à cet acte en plus de la formation initiale;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.02;Mesure des vitesses de conduction;AHQP009;Mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de 5 nerfs ou plus, avec étude de la conduction proximale sur au moins 4 nerfs;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.02;Mesure des vitesses de conduction;[F, P, S, U];Formation : spécifique à cet acte en plus de la formation initiale;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.02;Mesure des vitesses de conduction;AHQP011;Mesure des vitesses de la conduction sensitive et de l'amplitude du potentiel sensitif de 2 à 4 nerfs;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.02;Mesure des vitesses de conduction;AHQP012;Mesure des vitesses de la conduction sensitive et de l'amplitude du potentiel sensitif de 5 nerfs ou plus;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.02;Mesure des vitesses de conduction;AHQP013;Mesure des vitesses de conduction sensitive du nerf dorsal du pénis;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.03;Étude des latences et des réflexes;ADQP014;Mesure du réflexe trigéminopalpébral [réflexe de clignement] et/ou du réflexe massétérin;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.03;Étude des latences et des réflexes;AHQB019;Mesure des latences des réflexes sacraux;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.03;Étude des latences et des réflexes;AHQD003;Mesure des latences distales du nerf pudendal [nerf honteux], par stimulation intrarectale;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.03;Étude des latences et des réflexes;AHRP001;Épreuve de stimulation répétitive d'au moins 2 nerfs pour recherche de bloc de la jonction neuromusculaire;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.03;Étude des latences et des réflexes;AHQP900;Mesure du réflexe nociceptif R III;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.03;Étude des latences et des réflexes;AHQP016;Mesure des réflexes H et/ou T;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];AAQP007;Électroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes sans numérisation et sans enregistrement vidéo;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];[F, P, S, U];Avec ou sans : épreuve pharmacodynamique;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];AAQP129;Électroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 30 minutes, avec numérisation et enregistrement vidéo, chez un patient de moins de 6 ans;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];[F, P, S, U];Avec ou sans : épreuve pharmacodynamique;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];AAQP350;Électroencéphalographie sur 14 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, avec numérisation chez un patient de 6 ans ou plus;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];[F, P, S, U];Avec ou sans : enregistrement vidéo;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];AAQP011;Électroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, au lit du malade ;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];[F, P, S, U];Avec ou sans : épreuve pharmacodynamique;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];AAQP006;Électroencéphalographie de longue durée de 1 à 4 heures sur 8 dérivations ou plus, avec enregistrement vidéo;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];AAQP010;Électroencéphalographie de longue durée de plus de 4 heures sur 8 dérivations ou plus, avec enregistrement vidéo;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];AAQP002;Électroencéphalographie continue ambulatoire sur 8 dérivations ou plus, pendant au moins 24 heures [Holter EEG];1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];AAQP009;Électroencéphalographie avec quantification, sur 32 dérivations ou plus;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.04;Électroencéphalographie [EEG];AAQP900;Électroencéphalographie avec modélisation de sources, sur 32 dérivations ou plus;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.05;Surveillances électrocorticographique et électroencéphalographique;AALA002;Implantation délectrode subdurale pour enregistrement électrocorticographique, par craniotomie;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.05;Surveillances électrocorticographique et électroencéphalographique;[A, J, K, T];anesthésie;4;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.05;Surveillances électrocorticographique et électroencéphalographique;AALB002;Implantation délectrode intracérébrale pour enregistrement électroencéphalographique, par voie stéréotaxique;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.05;Surveillances électrocorticographique et électroencéphalographique;[A, J, K, T];anesthésie;4;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.05;Surveillances électrocorticographique et électroencéphalographique;AAQP013;Surveillance électrocorticographique continue avec enregistrement vidéo, par 24 heures;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.05;Surveillances électrocorticographique et électroencéphalographique;[F];;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.05;Surveillances électrocorticographique et électroencéphalographique;AAQP003;Surveillance électroencéphalographique continue sans enregistrement vidéo, par 24 heures;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.05;Surveillances électrocorticographique et électroencéphalographique;[F];Formation : spécifique à cet acte en plus de la formation initiale;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.05;Surveillances électrocorticographique et électroencéphalographique;AAQP012;Surveillance électroencéphalographique continue avec enregistrement vidéo, par 24 heures;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.05;Surveillances électrocorticographique et électroencéphalographique;[F];Formation : spécifique à cet acte en plus de la formation initiale;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.06;Polysomnographie;AMQP009;Évaluation diurne de la vigilance ou de l'endormissement par épreuves itératives;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.06;Polysomnographie;AMQP010;Polysomnographie de 4 à 8 heures, sans enregistrement vidéo;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.06;Polysomnographie;AMQP011;Polysomnographie de 4 à 8 heures, avec enregistrement vidéo;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.06;Polysomnographie;AMQP012;Polysomnographie de 8 à 12 heures, sans enregistrement vidéo;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.06;Polysomnographie;AMQP013;Polysomnographie de 8 à 12 heures, avec enregistrement vidéo;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.06;Polysomnographie;AMQP014;Polysomnographie de 12 à 24 heures, sans enregistrement vidéo;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.06;Polysomnographie;AMQP015;Polysomnographie de 12 à 24 heures, avec enregistrement vidéo;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.01;Explorations électrophysiologiques du système nerveux;01.01.01.07;Autres explorations électrophysiologiques du système nerveux;AJQP001;Mesure des réponses cutanées sympathiques par électrode de surface;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.02;Étude des pressions du système nerveux;01.01.02.01;Pose et ablation de dispositif de mesure des pressions du système nerveux;ABLB001;Pose d'un cathéter ventriculaire cérébral par voie transcrânienne, avec mesure instantanée de la pression intracrânienne et tests dynamiques;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.02;Étude des pressions du système nerveux;01.01.02.01;Pose et ablation de dispositif de mesure des pressions du système nerveux;[J, K, T];(ACQP002, ZZLP025);;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.02;Étude des pressions du système nerveux;01.01.02.01;Pose et ablation de dispositif de mesure des pressions du système nerveux;ABLB002;Pose d'un capteur ventriculaire de pression intracrânienne, par voie transcrânienne;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.02;Étude des pressions du système nerveux;01.01.02.01;Pose et ablation de dispositif de mesure des pressions du système nerveux;[F, J, K, T, P, S, U];(ZZLP030);;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.02;Étude des pressions du système nerveux;01.01.02.01;Pose et ablation de dispositif de mesure des pressions du système nerveux;ABLB003;Pose d'un capteur extraventriculaire de pression intracrânienne, par voie transcrânienne;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.02;Étude des pressions du système nerveux;01.01.02.01;Pose et ablation de dispositif de mesure des pressions du système nerveux;[F, J, K, T, P, S, U, O];(ZZLP030);;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.02;Étude des pressions du système nerveux;01.01.02.01;Pose et ablation de dispositif de mesure des pressions du système nerveux;AFLB004;Pose d'un cathéter intrathécal spinal par voie lombale transcutanée, avec mesure instantanée de la pression du liquide cérébrospinal et tests dynamiques;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.02;Étude des pressions du système nerveux;01.01.02.01;Pose et ablation de dispositif de mesure des pressions du système nerveux;ABGA001;Ablation d'un capteur de pression intracrânienne;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.02;Étude des pressions du système nerveux;01.01.02.02;Surveillance continue de la pression intracrânienne;ABQP001;Surveillance continue de la pression intracrânienne, par 24 heures;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.03;Échographie du système nerveux;;;AAQM002;Échographie transfontanellaire de l'encéphale;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.03;Échographie du système nerveux;;;[F, P, S, U];(ZZQM005);;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.03;Échographie du système nerveux;;;AEQM001;Échographie transcutanée de la moelle épinière;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.03;Échographie du système nerveux;;;[F, P, S, U];;;
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.04;Radiographie du système nerveux;;;AEQH002;Myélographie cervicale;1;0
1;SYSTÈME NERVEUX CENTRAL, PÉRIPHÉRIQUE ET AUTONOME;01.01;ACTES DIAGNOSTIQUES SUR LE SYSTÈME NERVEUX;01.01.04;Radiographie du système nerveux;;;[E, F, P, S, U, Y, Z];(YYYY057);;
